ID,Name,Price,"Quantity on Hand"
3102,"Dark sienna Sleeper Sofa","$1,279.99",136
3103,"Pastel pink Ottoman",$92.99,188
3104,"Neon blue Reclining Sofa","$1,119.99",93
3105,"Purple navy Sofa",$1249.99,71
3106,"Maximum red Ottoman",$92.99,147
3107,"True Blue Wardrobe",$719.99,161
3108,"Upsdell red Ottoman",$92.99,56
3109,"Sepia Dresser",$599.99,56
3110,"Queen pink Dining Table",$800,70
3111,"Blue jeans Dining Table",$800,221
3112,"Pumpkin Plant Stand",$42.99,109
3113,"Lavender blue Wardrobe",$719.99,137
3114,"Blue Wardrobe",$719.99,122
3115,"Wild watermelon Nightstand",$81.99,161
3116,"Citrine End Table",$99.99,235
3117,"Macaroni and Cheese Daybed",$711.99,226
3118,"Magic mint Nightstand",$81.99,217
3119,"Blush Ottoman",$92.99,93
3120,"Tumbleweed brown Sofa",$1249.99,103
3121,"Honeydew Loveseat",$669.99,116
3122,"Tango pink Dining Chair",$89.99,211
3123,"Golden brown Sectional","$1,039.99",162
3124,"Bud green Dining Chair",$89.99,104
3125,"Scarlet Dresser",$599.99,70
3126,"Pine green End Table",$99.99,234
3127,"Vivid burgundy Bench",$114.99,168
3128,"Espresso Coffee Table",$222.95,157
3129,"Languid lavender Coffee Table",$222.95,242
3130,"Arylide yellow Dresser",$599.99,228
3131,"China pink End Table",$99.99,198
3132,"Sky magenta Dining Chair",$89.99,93
3133,"Seal brown Futon",$419.99,231
3134,"Caribbean green Stool",$54.99,158
3135,"Pale pink Plant Stand",$42.99,132
3136,"Slate blue End Table",$99.99,87
3137,"Auburn Sleeper Sofa","$1,279.99",201
3138,"Purple Sofa",$1249.99,40
3139,"Persian rose Bench",$114.99,233
3140,"Dutch white Futon",$419.99,116
3141,"Ultramarine Sleeper Sofa","$1,279.99",94
3142,"Outrageous Orange Bench",$114.99,225
3143,"Gray Daybed",$711.99,215
3144,"Laser lemon End Table",$99.99,248
3145,"Safety orange Wardrobe",$719.99,25
3146,"Rubine red Sectional","$1,039.99",135
3147,"Rose taupe Reclining Sofa","$1,119.99",83
3148,"Dodger blue Crib",$289,222
3149,"Candy apple red Bed",$389.99,128
3150,"Peach puff Bed",$389.99,243
3151,"Dark red End Table",$99.99,222
3152,"Heliotrope gray Stool",$54.99,149
3153,"Titanium yellow End Table",$99.99,155
3154,"Uranian blue End Table",$99.99,117
3155,"Tangerine Chaise Lounge",$235.99,26
3156,"Cadmium green Bench",$114.99,56
3157,"Thistle grey Futon",$419.99,224
3158,"Canary Nightstand",$81.99,244
3159,"Blue-green Plant Stand",$42.99,238
3160,"Lime Stool",$54.99,101
3161,"Bleu de France Bench",$114.99,225
3162,"Glossy grape Headboard",$222.99,38
3163,"Lapis lazuli Bed",$389.99,170
3164,"Lava Sectional","$1,039.99",137
3165,"Lemon glacier Wardrobe",$719.99,220
3166,"Rubine red Headboard",$222.99,108
3167,"Burgundy Dresser",$599.99,102
3168,"Barn red Storage Bench",$194.99,190
3169,"Pink lace Sectional","$1,039.99",163
3170,"Powder blue Ottoman",$92.99,100
3171,"Mustard yellow Reclining Sofa","$1,119.99",78
3172,"UP maroon Bench",$114.99,187
3173,"Redwood Sleeper Sofa","$1,279.99",153
3174,"Cameo pink Nightstand",$81.99,219
3175,"Lilac Luster Headboard",$222.99,52
3176,"Satin sheen gold Reclining Loveseat","$1,023.99",205
3177,"Phthalo green Bench",$114.99,193
3178,"Dodger blue End Table",$99.99,229
3179,"Rubine red Wardrobe",$719.99,227
3180,"Sky blue Stool",$54.99,234
3181,"Macaroni and Cheese Sectional","$1,039.99",34
3182,"Olive green Futon",$419.99,77
3183,"Rusty red Plant Stand",$42.99,91
3184,"Medium turquoise Dresser",$599.99,247
3185,"Barn red Futon",$419.99,246
3186,"Dark red Wardrobe",$719.99,70
3187,"Magic mint Wardrobe",$719.99,184
3188,"Queen blue Sectional","$1,039.99",173
3189,"Rose ebony Sofa",$1249.99,110
3190,"Dark sky blue Stool",$54.99,86
3191,"Lincoln green Bed",$389.99,146
3192,"Sand Nightstand",$81.99,51
3193,"Celadon blue Storage Bench",$194.99,156
3194,"Pine green Daybed",$711.99,239
3195,"Spanish red Wardrobe",$719.99,35
3196,"Rose vale Loveseat",$669.99,167
3197,"Olivine Sectional","$1,039.99",192
3198,"Pale aqua Sectional","$1,039.99",92
3199,"Carolina blue Bed",$389.99,118
3200,"British racing green Chaise Lounge",$235.99,51
3201,"Blush Wardrobe",$719.99,31
3202,"Harvard Crimson Reclining Loveseat","$1,023.99",156
3203,"Green-yellow Dresser",$599.99,214
3204,"Orange-red Sofa",$1249.99,237
3205,"Navajo white Dining Chair",$89.99,86
3206,"International orange Futon",$419.99,29
3207,"Yellow Sunshine Sectional","$1,039.99",140
3208,"Mystic maroon Dining Table",$800,144
3209,"Persian indigo Chaise Lounge",$235.99,199
3210,"Cerulean blue Nightstand",$81.99,139
3211,"Castleton green Crib",$289,133
3212,"Seashell Dining Chair",$89.99,121
3213,"Indigo dye Headboard",$222.99,119
3214,"Floral white Wardrobe",$719.99,244
3215,"Cadmium yellow Wardrobe",$719.99,110
3216,"Dodger blue Chaise Lounge",$235.99,55
3217,"Antique brass Dresser",$599.99,149
3218,"Mint cream Dresser",$599.99,148
3219,"Jet Plant Stand",$42.99,102
3220,"Wheat gold Reclining Sofa","$1,119.99",153
3221,"Pink lavender Reclining Loveseat","$1,023.99",138
3222,"Blue sapphire Sofa",$1249.99,160
3223,"Slimy green Ottoman",$92.99,154
3224,"Straw Stool",$54.99,198
3225,"Light green Bench",$114.99,132
3226,"Coral pink Coffee Table",$222.95,40
3227,"Cool grey Loveseat",$669.99,57
3228,"Morning blue Reclining Sofa","$1,119.99",85
3229,"Pictorial carmine Crib",$289,92
3230,"Parchment Daybed",$711.99,84
3231,"Amethyst Dining Table",$800,80
3232,"Thulian pink Dining Table",$800,28
3233,"Lawn green Stool",$54.99,28
3234,"Russian violet Coffee Table",$222.95,154
3235,"Periwinkle Reclining Sofa","$1,119.99",73
3236,"Metallic Seaweed End Table",$99.99,220
3237,"Deep jungle green Reclining Sofa","$1,119.99",209
3238,"Old lavender Sleeper Sofa","$1,279.99",205
3239,"Windsor tan Sectional","$1,039.99",164
3240,"Livid blue Plant Stand",$42.99,206
3241,"Key lime Dresser",$599.99,28
3242,"Redwood Dresser",$599.99,213
3243,"Selective yellow Stool",$54.99,26
3244,"Wine red Chaise Lounge",$235.99,215
3245,"Medium carmine Futon",$419.99,151
3246,"Ultra red Wardrobe",$719.99,56
3247,"Chartreuse Bench",$114.99,165
3248,"Tyrian purple Headboard",$222.99,86
3249,"French violet Sectional","$1,039.99",201
3250,"Vivid sky blue Sleeper Sofa","$1,279.99",167
3251,"Misty moss green Loveseat",$669.99,141
3252,"Tangerine Crib",$289,217
3253,"Wintergreen Dream Bench",$114.99,86
3254,"Tiffany Blue Ottoman",$92.99,136
3255,"Queen pink Sleeper Sofa","$1,279.99",158
3256,"Indigo dye Stool",$54.99,77
3257,"Pastel pink Futon",$419.99,94
3258,"Electric lime Sectional","$1,039.99",217
3259,"Electric blue Dresser",$599.99,226
3260,"Desert Reclining Loveseat","$1,023.99",212
3261,"Dark olive green End Table",$99.99,128
3262,"Safety orange Sectional","$1,039.99",69
3263,"Congo pink Bed",$389.99,237
3264,"Pink lavender Dining Chair",$89.99,37
3265,"Celadon blue Ottoman",$92.99,40
3266,"Tuscan brown Daybed",$711.99,73
3267,"Spanish carmine Nightstand",$81.99,99
3268,"Sunset Nightstand",$81.99,208
3269,"Chili red Storage Bench",$194.99,122
3270,"Space cadet blue Headboard",$222.99,52
3271,"Blue-gray Dining Chair",$89.99,38
3272,"Light steel blue Reclining Loveseat","$1,023.99",72
3273,"Cadmium green Crib",$289,161
3274,"Blue-green Daybed",$711.99,86
3275,"Candy pink Dresser",$599.99,58
3276,"Electric indigo Coffee Table",$222.95,243
3277,"Citron Sleeper Sofa","$1,279.99",55
3278,"Cyber yellow Chaise Lounge",$235.99,56
3279,"Mimi pink Storage Bench",$194.99,174
3280,"Shocking pink Coffee Table",$222.95,166
3281,"Shadow grey Chaise Lounge",$235.99,94
3282,"Wisteria purple Stool",$54.99,180
3283,"Deep sky blue Wardrobe",$719.99,70
3284,"Radical Red Loveseat",$669.99,89
3285,"KSU purple Nightstand",$81.99,116
3286,"Manatee grey Reclining Sofa","$1,119.99",65
3287,"Rose Pompadour Sleeper Sofa","$1,279.99",196
3288,"Davy's grey Nightstand",$81.99,93
3289,"Amaranth purple Sofa",$1249.99,98
3290,"Shimmering Blush Wardrobe",$719.99,50
3291,"Antique fuchsia Plant Stand",$42.99,186
3292,"Tumbleweed brown Nightstand",$81.99,74
3293,"Blue-gray Dresser",$599.99,92
3294,"Dark purple Bed",$389.99,53
3295,"Sizzling Sunrise yellow Dining Table",$800,75
3296,"Space cadet blue Dresser",$599.99,205
3297,"Tangerine Reclining Sofa","$1,119.99",174
3298,"Coffee Dining Table",$800,249
3299,"Old lavender Ottoman",$92.99,155
3300,"French violet Storage Bench",$194.99,93
3301,"Amaranth purple Sleeper Sofa","$1,279.99",134
3302,"English vermillion Wardrobe",$719.99,183
3303,"Dark violet Bench",$114.99,216
3304,"Lavender blush Dining Chair",$89.99,90
3305,"Electric green Reclining Sofa","$1,119.99",160
3306,"Cadet blue Dining Chair",$89.99,144
3307,"Seal brown Daybed",$711.99,163
3308,"Deep Space Sparkle Plant Stand",$42.99,90
3309,"Snow white Plant Stand",$42.99,216
3310,"Baker-Miller pink Chaise Lounge",$235.99,162
3311,"Mode beige Reclining Loveseat","$1,023.99",201
3312,"Earth yellow Storage Bench",$194.99,133
3313,"Unmellow yellow Plant Stand",$42.99,35
3314,"Mimi pink Futon",$419.99,238
3315,"Maximum red Dining Table",$800,112
3316,"Tuscan brown Sofa",$1249.99,61
3317,"Amber Stool",$54.99,91
3318,"Laurel green Sectional","$1,039.99",210
3319,"Green-blue Sleeper Sofa","$1,279.99",239
3320,"Baker-Miller pink Loveseat",$669.99,141
3321,"White Daybed",$711.99,110
3322,"Old lace Bed",$389.99,165
3323,"Rubine red Storage Bench",$194.99,142
3324,"French beige Loveseat",$669.99,214
3325,"Jade Sofa",$1249.99,176
3326,"Copper red Headboard",$222.99,48
3327,"Carmine End Table",$99.99,160
3328,"Pale pink Crib",$289,83
3329,"Harvest gold Bed",$389.99,167
3330,"Big dip o’ruby Plant Stand",$42.99,246
3331,"Antique brass Daybed",$711.99,188
3332,"Titanium yellow Reclining Loveseat","$1,023.99",158
3333,"Sapphire Reclining Loveseat","$1,023.99",236
3334,"Tuscan red Reclining Loveseat","$1,023.99",146
3335,"Purple pizzazz End Table",$99.99,247
3336,"Canary yellow Futon",$419.99,76
3337,"Iceberg Sectional","$1,039.99",127
3338,"Pear Plant Stand",$42.99,98
3339,"Blue sapphire Sofa",$1249.99,97
3340,"Magnolia Crib",$289,25
3341,"Pale purple Wardrobe",$719.99,39
3342,"Rose vale Coffee Table",$222.95,132
3343,"UA blue Daybed",$711.99,43
3344,"Viridian green Dining Table",$800,147
3345,"Golden yellow Dining Chair",$89.99,117
3346,"Raspberry glace Stool",$54.99,172
3347,"Ocean green Plant Stand",$42.99,181
3348,"Wild Strawberry Bench",$114.99,92
3349,"Tawny Dining Table",$800,56
3350,"Artichoke Chaise Lounge",$235.99,85
3351,"Star command blue Dining Table",$800,85
3352,"Firebrick Dining Chair",$89.99,248
3353,"Golden brown Chaise Lounge",$235.99,212
3354,"Lavender gray End Table",$99.99,69
3355,"Orchid Dresser",$599.99,45
3356,"Green-blue Plant Stand",$42.99,98
3357,"Beau blue Storage Bench",$194.99,46
3358,"Mellow apricot Crib",$289,166
3359,"Chinese violet Storage Bench",$194.99,123
3360,"Teal blue Reclining Loveseat","$1,023.99",33
3361,"Dark blue-gray Stool",$54.99,223
3362,"Vivid burgundy Storage Bench",$194.99,178
3363,"Ash gray Dresser",$599.99,98
3364,"Safety yellow Coffee Table",$222.95,44
3365,"French raspberry Headboard",$222.99,128
3366,"Café au lait Dresser",$599.99,152
3367,"Chestnut End Table",$99.99,210
3368,"Persian pink Ottoman",$92.99,68
3369,"Tart Orange Storage Bench",$194.99,80
3370,"Pakistan green Wardrobe",$719.99,77
3371,"China pink Futon",$419.99,141
3372,"Android green Chaise Lounge",$235.99,185
3373,"Pale silver Dining Table",$800,115
3374,"Star command blue Crib",$289,180
3375,"Outrageous Orange Dining Chair",$89.99,56
3376,"Light green Chaise Lounge",$235.99,154
3377,"Maximum red purple Nightstand",$81.99,133
3378,"French rose Bench",$114.99,246
3379,"Dark sienna Wardrobe",$719.99,93
3380,"Wisteria purple Plant Stand",$42.99,52
3381,"Quinacridone magenta Nightstand",$81.99,228
3382,"Queen pink Futon",$419.99,125
3383,"Misty moss green Dining Chair",$89.99,102
3384,"Fluorescent blue Sofa",$1249.99,208
3385,"Cerulean Dining Chair",$89.99,53
3386,"White Plant Stand",$42.99,143
3387,"Cerulean blue Chaise Lounge",$235.99,147
3388,"Lincoln green Sofa",$1249.99,56
3389,"Orange Dresser",$599.99,192
3390,"Khaki Plant Stand",$42.99,155
3391,"Maximum red purple Dining Chair",$89.99,133
3392,"Pistachio Bench",$114.99,81
3393,"Wild watermelon Reclining Sofa","$1,119.99",88
3394,"Rubine red Dining Chair",$89.99,57
3395,"Amethyst Storage Bench",$194.99,171
3396,"Electric purple Dresser",$599.99,29
3397,"Dark electric blue Dresser",$599.99,241
3398,"Mantis green Wardrobe",$719.99,153
3399,"Mango Tango Daybed",$711.99,146
3400,"Blue-green Sofa",$1249.99,244
3401,"Dodger blue Bed",$389.99,117
3402,"Bitter lime Futon",$419.99,117
3403,"Thistle grey Reclining Loveseat","$1,023.99",218
3404,"Polished Pine Crib",$289,241
3405,"Taupe Chaise Lounge",$235.99,81
3406,"Desert sand Bench",$114.99,194
3407,"Neon blue Futon",$419.99,126
3408,"Rose vale Sectional","$1,039.99",109
3409,"Baby powder blue Coffee Table",$222.95,136
3410,"Indigo Reclining Sofa","$1,119.99",132
3411,"Dark sienna Headboard",$222.99,127
3412,"Android green Chaise Lounge",$235.99,93
3413,"Navy blue Sleeper Sofa","$1,279.99",82
3414,"Satin sheen gold Chaise Lounge",$235.99,65
3415,"Royal yellow End Table",$99.99,226
3416,"Antique white End Table",$99.99,185
3417,"Livid blue Bed",$389.99,177
3418,"Electric violet Futon",$419.99,73
3419,"Spanish green Wardrobe",$719.99,219
3420,"UP maroon Dining Chair",$89.99,191
3421,"Japanese carmine Headboard",$222.99,88
3422,"Stil de grain yellow Loveseat",$669.99,119
3423,"Upsdell red Ottoman",$92.99,40
3424,"Ultra red Wardrobe",$719.99,156
3425,"Fawn Bed",$389.99,58
3426,"Red Salsa Futon",$419.99,76
3427,"Vermilion Crib",$289,125
3428,"Van Dyke brown Coffee Table",$222.95,245
3429,"Manatee grey Coffee Table",$222.95,128
3430,"Melon pink Crib",$289,231
3431,"Dark brown Coffee Table",$222.95,244
3432,"Oxford blue Plant Stand",$42.99,87
3433,"Dark violet Daybed",$711.99,236
3434,"Wheat gold Sleeper Sofa","$1,279.99",74
3435,"Medium blue Plant Stand",$42.99,100
3436,"Burnt sienna Coffee Table",$222.95,78
3437,"Granite gray Sofa",$1249.99,222
3438,"Carnation pink Sleeper Sofa","$1,279.99",171
3439,"Maize Loveseat",$669.99,136
3440,"Light cyan Chaise Lounge",$235.99,91
3441,"Fluorescent blue Reclining Loveseat","$1,023.99",139
3442,"Tomato red Crib",$289,207
3443,"Sonic silver Dresser",$599.99,109
3444,"Mint green Futon",$419.99,197
3445,"Upsdell red Loveseat",$669.99,220
3446,"Citron Reclining Sofa","$1,119.99",135
3447,"Key lime Sofa",$1249.99,179
3448,"Steel blue Headboard",$222.99,110
3449,"Ebony Plant Stand",$42.99,170
3450,"Sand dune Crib",$289,51
3451,"Brown sugar Daybed",$711.99,202
3452,"Blue sapphire Dining Chair",$89.99,45
3453,"Peach puff Bench",$114.99,121
3454,"Black bean Crib",$289,65
3455,"Black coral Reclining Loveseat","$1,023.99",234
3456,"Cosmic latte Coffee Table",$222.95,50
3457,"Medium aquamarine Sleeper Sofa","$1,279.99",246
3458,"Hunter green Chaise Lounge",$235.99,215
3459,"Mimi pink Stool",$54.99,173
3460,"Spanish orange Stool",$54.99,48
3461,"Mango Tango Ottoman",$92.99,193
3462,"Celtic blue Dining Chair",$89.99,38
3463,"Black olive Bench",$114.99,157
3464,"Plump Purple Sofa",$1249.99,54
3465,"Queen pink Dining Table",$800,163
3466,"Persian blue Dining Chair",$89.99,27
3467,"Snow white Stool",$54.99,190
3468,"Mantis green Ottoman",$92.99,227
3469,"Melon pink Reclining Loveseat","$1,023.99",234
3470,"Celadon green Headboard",$222.99,58
3471,"Royal blue Wardrobe",$719.99,65
3472,"Myrtle Sleeper Sofa","$1,279.99",30
3473,"Saffron Coffee Table",$222.95,146
3474,"Brown sugar Sofa",$1249.99,97
3475,"Wild blue yonder Dresser",$599.99,87
3476,"Ultra pink Bench",$114.99,81
3477,"Neon fuchsia Plant Stand",$42.99,157
3478,"Salmon pink Bed",$389.99,180
3479,"Old lace Plant Stand",$42.99,29
3480,"Raw sienna Storage Bench",$194.99,235
3481,"Flax Plant Stand",$42.99,176
3482,"Cerulean Bench",$114.99,109
3483,"Rose Headboard",$222.99,238
3484,"Burnished brown Plant Stand",$42.99,110
3485,"Cadmium orange Nightstand",$81.99,65
3486,"Charleston green Dresser",$599.99,204
3487,"Mauvelous Sectional","$1,039.99",117
3488,"Persian red Futon",$419.99,51
3489,"Beau blue Dining Table",$800,30
3490,"Solid pink Reclining Sofa","$1,119.99",234
3491,"Roman silver Sectional","$1,039.99",128
3492,"Black coral Crib",$289,47
3493,"Carnation pink End Table",$99.99,151
3494,"Deep jungle green Coffee Table",$222.95,92
3495,"Medium orchid Sleeper Sofa","$1,279.99",198
3496,"Maya blue Bench",$114.99,61
3497,"Blast-off bronze Dining Chair",$89.99,59
3498,"Corn Daybed",$711.99,180
3499,"Cobalt blue Bench",$114.99,107
3500,"Lavender blue Dresser",$599.99,172
3501,"Amaranth purple Ottoman",$92.99,152
3502,"Platinum Crib",$289,234
3503,"Malachite green Dining Chair",$89.99,247
3504,"Roman silver Ottoman",$92.99,216
3505,"French sky blue Reclining Sofa","$1,119.99",219
3506,"Denim blue Coffee Table",$222.95,31
3507,"Sacramento State green Dresser",$599.99,117
3508,"Sandy brown Bench",$114.99,203
3509,"Pansy purple Crib",$289,188
3510,"Medium spring green Nightstand",$81.99,65
3511,"Sienna End Table",$99.99,88
3512,"Spanish gray Bench",$114.99,101
3513,"Naples yellow Futon",$419.99,218
3514,"English red Reclining Sofa","$1,119.99",114
3515,"Midnight green Reclining Loveseat","$1,023.99",199
3516,"Prune Wardrobe",$719.99,179
3517,"Blue bell Reclining Sofa","$1,119.99",232
3518,"Mystic maroon Wardrobe",$719.99,138
3519,"Almond Headboard",$222.99,227
3520,"Rose quartz Dining Table",$800,158
3521,"Pewter Blue Dresser",$599.99,205
3522,"Pewter Blue End Table",$99.99,86
3523,"Café au lait Wardrobe",$719.99,52
3524,"Schauss pink Stool",$54.99,209
3525,"Windsor tan Nightstand",$81.99,154
3526,"Battleship grey Sectional","$1,039.99",42
3527,"Vegas gold Dining Chair",$89.99,102
3528,"Manatee grey Futon",$419.99,96
3529,"Maximum green yellow Sofa",$1249.99,60
3530,"Psychedelic purple Dresser",$599.99,198
3531,"Salmon Dining Chair",$89.99,75
3532,"Orchid pink Bed",$389.99,57
3533,"Dogwood rose Chaise Lounge",$235.99,67
3534,"Titanium yellow Crib",$289,70
3535,"Persian rose Sectional","$1,039.99",224
3536,"Antique brass Futon",$419.99,134
3537,"Cornsilk Dresser",$599.99,222
3538,"Electric indigo Headboard",$222.99,211
3539,"Blond Bed",$389.99,176
3540,"University of Pennsylvania red Headboard",$222.99,227
3541,"Burnt orange Crib",$289,197
3542,"Champagne pink Plant Stand",$42.99,78
3543,"Deep taupe End Table",$99.99,125
3544,"Mantis green Loveseat",$669.99,222
3545,"Pewter Blue Crib",$289,130
3546,"Blue yonder Storage Bench",$194.99,112
3547,"Raspberry rose Chaise Lounge",$235.99,234
3548,"Middle grey Ottoman",$92.99,105
3549,"Iceberg Storage Bench",$194.99,188
3550,"Flame Nightstand",$81.99,84
3551,"Rose vale Dining Chair",$89.99,211
3552,"Navajo white Coffee Table",$222.95,206
3553,"Fandango pink Sleeper Sofa","$1,279.99",135
3554,"Magenta Dresser",$599.99,76
3555,"MSU green Crib",$289,72
3556,"English vermillion End Table",$99.99,57
3557,"Burnt umber Dresser",$599.99,86
3558,"Arylide yellow Loveseat",$669.99,102
3559,"Pine tree Reclining Loveseat","$1,023.99",235
3560,"Umber Coffee Table",$222.95,219
3561,"UA red Headboard",$222.99,103
3562,"Spanish pink Reclining Loveseat","$1,023.99",156
3563,"Phthalo green Coffee Table",$222.95,100
3564,"Aqua Sleeper Sofa","$1,279.99",208
3565,"Indigo dye Ottoman",$92.99,85
3566,"Sienna Nightstand",$81.99,46
3567,"Metallic Seaweed Bench",$114.99,207
3568,"Big dip o’ruby Reclining Loveseat","$1,023.99",242
3569,"Blue-violet Daybed",$711.99,121
3570,"English lavender Wardrobe",$719.99,163
3571,"Midnight blue Dining Table",$800,203
3572,"Antique bronze Ottoman",$92.99,159
3573,"Brilliant rose Futon",$419.99,236
3574,"Wine red Nightstand",$81.99,222
3575,"Electric purple Nightstand",$81.99,118
3576,"Royal blue Chaise Lounge",$235.99,182
3577,"British racing green Sleeper Sofa","$1,279.99",77
3578,"Amazon green Headboard",$222.99,65
3579,"Green Lizard Ottoman",$92.99,35
3580,"Raw sienna Crib",$289,193
3581,"Maximum yellow Storage Bench",$194.99,181
3582,"African violet Coffee Table",$222.95,106
3583,"Jungle green Plant Stand",$42.99,39
3584,"Van Dyke brown Loveseat",$669.99,155
3585,"Hollywood cerise Daybed",$711.99,130
3586,"Indigo Sleeper Sofa","$1,279.99",231
3587,"Middle green Wardrobe",$719.99,43
3588,"Brunswick green Headboard",$222.99,41
3589,"Medium blue End Table",$99.99,151
3590,"Light coral Daybed",$711.99,188
3591,"Amber Headboard",$222.99,91
3592,"Firebrick Loveseat",$669.99,213
3593,"Shocking pink Plant Stand",$42.99,226
3594,"USAFA blue Chaise Lounge",$235.99,103
3595,"Lemon yellow Bed",$389.99,245
3596,"Medium violet-red Daybed",$711.99,56
3597,"Chocolate Wardrobe",$719.99,135
3598,"Pale purple Daybed",$711.99,83
3599,"Fandango pink Coffee Table",$222.95,212
3600,"Citrine Sectional","$1,039.99",25
3601,"Pearly purple Dining Table",$800,66
3602,"Denim blue Plant Stand",$42.99,151
3603,"Golden poppy Reclining Sofa","$1,119.99",249
3604,"Orchid Reclining Loveseat","$1,023.99",73
3605,"Bleu de France Dining Table",$800,130
3606,"Bluetiful Loveseat",$669.99,239
3607,"Blue-green Loveseat",$669.99,188
3608,"Sea green Dining Chair",$89.99,126
3609,"Key lime Plant Stand",$42.99,213
3610,"Paris Green Sleeper Sofa","$1,279.99",174
3611,"Ghost white Storage Bench",$194.99,191
3612,"Mint green Wardrobe",$719.99,89
3613,"Barn red Plant Stand",$42.99,205
3614,"Yellow-green Dining Table",$800,150
3615,"Olivine Dining Table",$800,146
3616,"Fluorescent blue Stool",$54.99,234
3617,"Pale aqua Stool",$54.99,52
3618,"Harvest gold Wardrobe",$719.99,74
3619,"Mystic maroon Bench",$114.99,60
3620,"Naples yellow Reclining Sofa","$1,119.99",133
3621,"UA red Daybed",$711.99,192
3622,"Hot pink Bench",$114.99,96
3623,"Gray Loveseat",$669.99,89
3624,"Japanese carmine Plant Stand",$42.99,204
3625,"Schauss pink Plant Stand",$42.99,108
3626,"Firebrick Nightstand",$81.99,241
3627,"New York pink Headboard",$222.99,178
3628,"Rubine red Dining Table",$800,121
3629,"Floral white Reclining Loveseat","$1,023.99",79
3630,"Purple navy Bed",$389.99,127
3631,"Spanish red Dining Table",$800,128
3632,"Middle yellow Sofa",$1249.99,220
3633,"Paolo Veronese green Reclining Sofa","$1,119.99",45
3634,"Persian rose Stool",$54.99,151
3635,"Satin sheen gold Futon",$419.99,52
3636,"Egyptian blue Daybed",$711.99,50
3637,"UA red Chaise Lounge",$235.99,67
3638,"Super pink Ottoman",$92.99,76
3639,"Paolo Veronese green Bench",$114.99,109
3640,"French pink Daybed",$711.99,118
3641,"Green-cyan Storage Bench",$194.99,156
3642,"Metallic Seaweed End Table",$99.99,245
3643,"Rust Plant Stand",$42.99,220
3644,"Raisin black Bench",$114.99,244
3645,"Thistle grey Daybed",$711.99,31
3646,"Sapphire blue Sofa",$1249.99,194
3647,"Carrot orange Futon",$419.99,174
3648,"Electric green Reclining Loveseat","$1,023.99",157
3649,"Cerulean Coffee Table",$222.95,28
3650,"Heliotrope Wardrobe",$719.99,33
3651,"Light goldenrod yellow Reclining Sofa","$1,119.99",164
3652,"Light sea green End Table",$99.99,168
3653,"Bud green Sleeper Sofa","$1,279.99",205
3654,"Burgundy Daybed",$711.99,25
3655,"Ocean Blue Sectional","$1,039.99",51
3656,"Nickel Crib",$289,42
3657,"Pale Dogwood Reclining Sofa","$1,119.99",109
3658,"Mauvelous Stool",$54.99,222
3659,"Cosmic cobalt Coffee Table",$222.95,241
3660,"Han purple Ottoman",$92.99,92
3661,"International Klein Blue Dining Chair",$89.99,188
3662,"Cerulean Coffee Table",$222.95,217
3663,"Portland Orange Reclining Loveseat","$1,023.99",156
3664,"Mardi Gras purple Wardrobe",$719.99,54
3665,"Safety yellow Sleeper Sofa","$1,279.99",225
3666,"Nickel Storage Bench",$194.99,211
3667,"Robin egg blue Reclining Sofa","$1,119.99",155
3668,"Davy's grey Reclining Sofa","$1,119.99",103
3669,"Light cornflower blue Sleeper Sofa","$1,279.99",79
3670,"Malachite green Daybed",$711.99,86
3671,"Turquoise green Nightstand",$81.99,157
3672,"Cyber grape Headboard",$222.99,129
3673,"Rojo Spanish red Reclining Sofa","$1,119.99",81
3674,"Dark cornflower blue Chaise Lounge",$235.99,215
3675,"Lapis lazuli Chaise Lounge",$235.99,229
3676,"Harvard Crimson Plant Stand",$42.99,47
3677,"Minion yellow Storage Bench",$194.99,184
3678,"Antique bronze Sectional","$1,039.99",157
3679,"Bitter lemon Sofa",$1249.99,128
3680,"Copper penny Sleeper Sofa","$1,279.99",157
3681,"Terra cotta Dining Table",$800,159
3682,"Amazon green Reclining Loveseat","$1,023.99",50
3683,"Teal blue Headboard",$222.99,189
3684,"Lemon yellow Reclining Loveseat","$1,023.99",40
3685,"Purple Plum Reclining Loveseat","$1,023.99",154
3686,"Auburn Crib",$289,40
3687,"Mountain Meadow green Bed",$389.99,138
3688,"Orange-red Sleeper Sofa","$1,279.99",27
3689,"Electric green Sectional","$1,039.99",63
3690,"Olive Drab Dining Chair",$89.99,173
3691,"Floral white Plant Stand",$42.99,138
3692,"Frostbite pink Crib",$289,55
3693,"Persian green End Table",$99.99,118
3694,"Red Chaise Lounge",$235.99,200
3695,"Thulian pink Dining Chair",$89.99,242
3696,"Granite gray Reclining Loveseat","$1,023.99",209
3697,"Roman silver Wardrobe",$719.99,90
3698,"Windsor tan Plant Stand",$42.99,132
3699,"Dark khaki Sofa",$1249.99,43
3700,"Amaranth red Futon",$419.99,187
3701,"Silver Nightstand",$81.99,161
3702,"Tea rose Chaise Lounge",$235.99,242
3703,"Wintergreen Dream Plant Stand",$42.99,168
3704,"Cotton candy Storage Bench",$194.99,60
3705,"Neon green Stool",$54.99,206
3706,"Russian violet Bed",$389.99,66
3707,"Sandy brown Dining Chair",$89.99,141
3708,"Turquoise Sectional","$1,039.99",193
3709,"Russet brown Reclining Sofa","$1,119.99",96
3710,"Chinese violet Dresser",$599.99,134
